"","INSECT","STAGE_START","STAGE_END","NOTES","paint","days.after.paint","quad","exposure","treatment","exp.time","date","status","alive","knockdown","dead","unviable","living","julian","day"
"4069","06H-5A-3-07","5","5","","5A",90,"3","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4070","06H-5A-3-08","5","5","","5A",90,"3","06H-5A","06H-5A-90","06H",2015-12-22,"K",0,1,0,1,1,16791,13
"4071","06H-5A-3-09","5","5","","5A",90,"3","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4072","06H-5A-3-10","5","5","MAYBE 4?","5A",90,"3","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4073","06H-5A-3-11","5","5","","5A",90,"3","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4074","06H-5A-3-12","5","5","","5A",90,"3","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4075","06H-5A-4-01","5","5","","5A",90,"4","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4076","06H-5A-4-02","5","5","","5A",90,"4","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4077","06H-5A-4-03","5","5","","5A",90,"4","06H-5A","06H-5A-90","06H",2015-12-22,"K",0,1,0,1,1,16791,13
"4078","06H-5A-4-04","AF","AF","","5A",90,"4","06H-5A","06H-5A-90","06H",2015-12-22,"K",0,1,0,1,1,16791,13
"4079","06H-5A-4-05","5","5","","5A",90,"4","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4080","06H-5A-4-06","5","5","","5A",90,"4","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4081","06H-5A-4-07","5","5","","5A",90,"4","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4082","06H-5A-4-08","AF","AF","","5A",90,"4","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4083","06H-5A-4-09","5","5","","5A",90,"4","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4084","06H-5A-4-10","AF","AF","","5A",90,"4","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4085","06H-5A-4-11","5","5","","5A",90,"4","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4086","06H-5A-4-12","5","5","","5A",90,"4","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4087","06H-CO-1-01","AM","AM","","CO",90,"1","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4088","06H-CO-1-02","5","5","","CO",90,"1","06H-CO","06H-CO-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4089","06H-CO-1-03","5","AM","MOLT 12/10","CO",90,"1","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4090","06H-CO-1-04","5","5","","CO",90,"1","06H-CO","06H-CO-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4091","06H-CO-1-05","5","AF","MOLT 12/10","CO",90,"1","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4092","06H-CO-1-06","5","5","Died in molt 12/16","CO",90,"1","06H-CO","06H-CO-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4093","06H-CO-1-07","5","5","","CO",90,"1","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4094","06H-CO-1-08","4","4","","CO",90,"1","06H-CO","06H-CO-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4095","06H-CO-1-09","5","5","","CO",90,"1","06H-CO","06H-CO-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4096","06H-CO-1-10","5","AM","MOLT 12/10","CO",90,"1","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4097","06H-CO-1-11","5","AF","Molting 12/10","CO",90,"1","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4098","06H-CO-1-12","5","5","","CO",90,"1","06H-CO","06H-CO-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4099","06H-CO-2-01","5","5","","CO",90,"2","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4100","06H-CO-2-02","5","AM","IN MOLT 12/10","CO",90,"2","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4101","06H-CO-2-03","5","5","","CO",90,"2","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4102","06H-CO-2-04","5","5","","CO",90,"2","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4103","06H-CO-2-05","5","5","","CO",90,"2","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4104","06H-CO-2-06","4","4","","CO",90,"2","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4105","06H-CO-2-07","5","5","MOLTH 12/10, BLOOD BUBBLE ON BACK","CO",90,"2","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4106","06H-CO-2-08","5","5","","CO",90,"2","06H-CO","06H-CO-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4107","06H-CO-2-09","5","5","","CO",90,"2","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4108","06H-CO-2-10","5","AF","MOLT 12/10","CO",90,"2","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4109","06H-CO-2-11","5","AM","MOLT 1/6","CO",90,"2","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4110","06H-CO-2-12","5","5","","CO",90,"2","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4111","06H-CO-3-01","5","5","","CO",90,"3","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4112","06H-CO-3-02","5","5","","CO",90,"3","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4113","06H-CO-3-03","5","5","","CO",90,"3","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4114","06H-CO-3-04","AF","AF","","CO",90,"3","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4115","06H-CO-3-05","5","AM","MOLT 12/10","CO",90,"3","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4116","06H-CO-3-06","4","4","","CO",90,"3","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4117","06H-CO-3-07","5","5","","CO",90,"3","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4118","06H-CO-3-08","4","4","","CO",90,"3","06H-CO","06H-CO-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4119","06H-CO-3-09","5","5","","CO",90,"3","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4120","06H-CO-3-10","5","AM","MOLT 12/10","CO",90,"3","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4121","06H-CO-3-11","5","AM","","CO",90,"3","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4122","06H-CO-3-12","5","5","MOLT 12/22","CO",90,"3","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4123","06H-CO-4-01","AM","AM","","CO",90,"4","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4124","06H-CO-4-02","5","5","DIED IN MOLT","CO",90,"4","06H-CO","06H-CO-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4125","06H-CO-4-03","5","5","","CO",90,"4","06H-CO","06H-CO-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4126","06H-CO-4-04","5","5","","CO",90,"4","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4127","06H-CO-4-05","5","AM","MOTL 12/16","CO",90,"4","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4128","06H-CO-4-06","5","AM","MOLT `12/22","CO",90,"4","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4129","06H-CO-4-07","5","AF","MOLT 12/10","CO",90,"4","06H-CO","06H-CO-90","06H",2015-12-22,"K",0,1,0,1,1,16791,13
"4130","06H-CO-4-08","AF","AF","","CO",90,"4","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4131","06H-CO-4-09","4","4","","CO",90,"4","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4132","06H-CO-4-10","AF","AF","","CO",90,"4","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4133","06H-CO-4-11","5","5","DIED IN MOLT","CO",90,"4","06H-CO","06H-CO-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4134","06H-CO-4-12","AF","AF","","CO",90,"4","06H-CO","06H-CO-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4135","24H-CF-1-1","5","5","","CF",90,"1","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4136","24H-CF-1-2","5","5","","CF",90,"1","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4137","24H-CF-1-3","5","5","","CF",90,"1","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4138","24H-CF-1-4","5","AF","","CF",90,"1","24H-CF","24H-CF-90","24H",2015-12-22,"K",0,1,0,1,1,16791,13
"4139","24H-CF-1-5","5","5","","CF",90,"1","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4140","24H-CF-1-6","5","5","","CF",90,"1","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4141","24H-CF-1-7","5","5","","CF",90,"1","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4142","24H-CF-1-8","5","5","","CF",90,"1","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4143","24H-CF-1-9","AF","AF","","CF",90,"1","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4144","24H-CF-1-10","AM","AM","","CF",90,"1","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4145","24H-CF-1-11","4","4","","CF",90,"1","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4146","24H-CF-1-12","5","5","","CF",90,"1","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4147","24H-CF-2-1","5","5","","CF",90,"2","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4148","24H-CF-2-2","5","5","","CF",90,"2","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4149","24H-CF-2-3","AF","AF","","CF",90,"2","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4150","24H-CF-2-4","5","5","","CF",90,"2","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4151","24H-CF-2-5","5","AF","MOLT 1/6","CF",90,"2","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4152","24H-CF-2-6","AM","AM","","CF",90,"2","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4153","24H-CF-2-7","5","AM","MOLT 12/30","CF",90,"2","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4154","24H-CF-2-8","5","5","","CF",90,"2","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4155","24H-CF-2-9","5","AF","MOLT 1/6","CF",90,"2","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4156","24H-CF-2-10","AF","AF","","CF",90,"2","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4157","24H-CF-2-11","5","5","","CF",90,"2","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4158","24H-CF-2-12","5","5","","CF",90,"2","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4159","24H-CF-3-1","AF","AF","","CF",90,"3","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4160","24H-CF-3-2","4","4","Died in molt","CF",90,"3","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4161","24H-CF-3-3","AM","AM","","CF",90,"3","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4162","24H-CF-3-4","AM","AM","","CF",90,"3","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4163","24H-CF-3-5","5","5","","CF",90,"3","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4164","24H-CF-3-6","5","5","","CF",90,"3","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4165","24H-CF-3-7","5","AM","MOLT 12/22","CF",90,"3","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4166","24H-CF-3-8","AF","AF","","CF",90,"3","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4167","24H-CF-3-9","AM","AM","","CF",90,"3","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4168","24H-CF-3-10","5","5","","CF",90,"3","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4169","24H-CF-3-11","5","5","","CF",90,"3","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4170","24H-CF-3-12","5","AM","MOLT 12/22","CF",90,"3","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4171","24H-CF-4-1","5","5","","CF",90,"4","24H-CF","24H-CF-90","24H",2015-12-22,"K",0,1,0,1,1,16791,13
"4172","24H-CF-4-2","5","5","","CF",90,"4","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4173","24H-CF-4-3","5","5","","CF",90,"4","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4174","24H-CF-4-4","5","5","","CF",90,"4","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4175","24H-CF-4-5","4","4","DIED IN MOTL","CF",90,"4","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4176","24H-CF-4-6","5","AM","MOLT 12/22","CF",90,"4","24H-CF","24H-CF-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4177","24H-CF-4-7","AF","AF","","CF",90,"4","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4178","24H-CF-4-8","5","5","","CF",90,"4","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4179","24H-CF-4-9","5","5","","CF",90,"4","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4180","24H-CF-4-10","5","5","","CF",90,"4","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4181","24H-CF-4-11","5","5","","CF",90,"4","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4182","24H-CF-4-12","AF","AF","","CF",90,"4","24H-CF","24H-CF-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4183","24H-5A-1-1","5","5","","5A",90,"1","24H-5A","24H-5A-90","24H",2015-12-22,"K",0,1,0,1,1,16791,13
"4184","24H-5A-1-2","5","5","","5A",90,"1","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4185","24H-5A-1-3","5","5","","5A",90,"1","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4186","24H-5A-1-4","5","5","","5A",90,"1","24H-5A","24H-5A-90","24H",2015-12-22,"K",0,1,0,1,1,16791,13
"4187","24H-5A-1-5","AF","AF","","5A",90,"1","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4188","24H-5A-1-6","5","5","","5A",90,"1","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4189","24H-5A-1-7","5","5","","5A",90,"1","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4190","24H-5A-1-8","5","5","","5A",90,"1","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4191","24H-5A-1-9","5","5","","5A",90,"1","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4192","24H-5A-1-10","5","5","","5A",90,"1","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4193","24H-5A-1-11","5","5","","5A",90,"1","24H-5A","24H-5A-90","24H",2015-12-22,"K",0,1,0,1,1,16791,13
"4194","24H-5A-1-12","AF","AF","","5A",90,"1","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4195","24H-5A-2-1","5","5","","5A",90,"2","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4196","24H-5A-2-2","AM","AM","","5A",90,"2","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4197","24H-5A-2-3","5","5","","5A",90,"2","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4198","24H-5A-2-4","5","5","","5A",90,"2","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4199","24H-5A-2-5","4","4","","5A",90,"2","24H-5A","24H-5A-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4200","24H-5A-2-6","4","4","","5A",90,"2","24H-5A","24H-5A-90","24H",2015-12-22,"K",0,1,0,1,1,16791,13
"4201","24H-5A-2-7","5","5","","5A",90,"2","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4202","24H-5A-2-8","5","5","","5A",90,"2","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4203","24H-5A-2-9","5","5","VIOLET COLOR","5A",90,"2","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4204","24H-5A-2-10","5","5","","5A",90,"2","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4205","24H-5A-2-11","5","5","","5A",90,"2","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4206","24H-5A-2-12","5","5","","5A",90,"2","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4207","24H-5A-3-1","5","5","","5A",90,"3","24H-5A","24H-5A-90","24H",2015-12-22,"K",0,1,0,1,1,16791,13
"4208","24H-5A-3-2","5","5","","5A",90,"3","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4209","24H-5A-3-3","AF","AF","","5A",90,"3","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4210","24H-5A-3-4","AF","AF","","5A",90,"3","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4211","24H-5A-3-5","5","5","","5A",90,"3","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4212","24H-5A-3-6","AF","AF","","5A",90,"3","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4213","24H-5A-3-7","5","5","","5A",90,"3","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4214","24H-5A-3-8","4","4","","5A",90,"3","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4215","24H-5A-3-9","4","4","","5A",90,"3","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4216","24H-5A-3-10","AF","AF","","5A",90,"3","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4217","24H-5A-3-11","5","5","","5A",90,"3","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4218","24H-5A-3-12","5","5","","5A",90,"3","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4219","24H-5A-4-1","AM","AM","","5A",90,"4","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4220","24H-5A-4-2","5","5","","5A",90,"4","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4221","24H-5A-4-3","AM","AM","","5A",90,"4","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4222","24H-5A-4-4","5","5","","5A",90,"4","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4223","24H-5A-4-5","5","5","","5A",90,"4","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4224","24H-5A-4-6","5","5","","5A",90,"4","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4225","24H-5A-4-7","AF","AF","","5A",90,"4","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4226","24H-5A-4-8","AF","AF","","5A",90,"4","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4227","24H-5A-4-9","5","5","","5A",90,"4","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4228","24H-5A-4-10","5","5","","5A",90,"4","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4229","24H-5A-4-11","5","5","","5A",90,"4","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4230","24H-5A-4-12","5","5","","5A",90,"4","24H-5A","24H-5A-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4231","24H-CO-1-1","5","AF","Molting 12/10","CO",90,"1","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4232","24H-CO-1-2","AM","AM","","CO",90,"1","24H-CO","24H-CO-90","24H",2015-12-22,"K",0,1,0,1,1,16791,13
"4233","24H-CO-1-3","5","5","","CO",90,"1","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4234","24H-CO-1-4","AF","AF","","CO",90,"1","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4235","24H-CO-1-5","AM","AM","","CO",90,"1","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4236","24H-CO-1-6","5","5","","CO",90,"1","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4237","24H-CO-1-7","5","5","","CO",90,"1","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4238","24H-CO-1-8","5","5","","CO",90,"1","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4239","24H-CO-1-9","5","5","","CO",90,"1","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4240","24H-CO-1-10","5","AM","MOLT 12/16","CO",90,"1","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4241","24H-CO-1-11","4","4","","CO",90,"1","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4242","24H-CO-1-12","5","5","","CO",90,"1","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4243","24H-CO-2-1","AF","AF","","CO",90,"2","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4244","24H-CO-2-2","AF","AF","","CO",90,"2","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4245","24H-CO-2-3","AF","AF","","CO",90,"2","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4246","24H-CO-2-4","AM","AM","","CO",90,"2","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4247","24H-CO-2-5","AM","AM","","CO",90,"2","24H-CO","24H-CO-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4248","24H-CO-2-6","5","AM","MOLT 12/16","CO",90,"2","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4249","24H-CO-2-7","5","5","MAYBE 4?","CO",90,"2","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4250","24H-CO-2-8","5","5","","CO",90,"2","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4251","24H-CO-2-9","5","5","","CO",90,"2","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4252","24H-CO-2-10","5","AF","12/16 MOLTED","CO",90,"2","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4253","24H-CO-2-11","5","5","MAYBE 4?","CO",90,"2","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4254","24H-CO-2-12","AF","AF","","CO",90,"2","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4255","24H-CO-3-1","5","5","","CO",90,"3","24H-CO","24H-CO-90","24H",2015-12-22,"D",0,0,1,1,0,16791,13
"4256","24H-CO-3-2","4","5","12/16 MOLTED","CO",90,"3","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4257","24H-CO-3-3","AF","AF","12/16 MOLTED","CO",90,"3","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4258","24H-CO-3-4","5","AF","MOLT 12/10","CO",90,"3","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4259","24H-CO-3-5","5","5","","CO",90,"3","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4260","24H-CO-3-6","5","AF","Molt 12/10","CO",90,"3","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4261","24H-CO-3-7","5","5","","CO",90,"3","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4262","24H-CO-3-8","AF","AF","","CO",90,"3","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
"4263","24H-CO-3-9","5","5","","CO",90,"3","24H-CO","24H-CO-90","24H",2015-12-22,"A",1,0,0,0,1,16791,13
